Superfragilistico
2016-4-18,13:00:38,Go 2
2016-4-18,13:00:47,Go Plus
2016-4-18,13:00:48,Go 2
2016-4-18,13:01:00,Idle
2016-4-18,13:01:02,Go 1
2016-4-18,13:01:04,Go Plus
2016-4-18,13:01:11,Go 1
2016-4-18,13:01:21,Go 1
2016-4-18,13:01:27,Go Plus
2016-4-18,13:01:27,Idle
2016-4-18,13:01:28,Idle
2016-4-18,13:01:30,Go 2
2016-4-18,13:01:30,Go Plus
